Mon-Yr,CA,Alameda,Amador,Butte,Calaveras,Contra-Costa,Del Norte,El Dorado,Fresno,Glenn,Humboldt,Kern,Kings,Lake,Lassen,Los Angeles,Madera,Marin,Mariposa,Mendocino,Merced,Mono,Monterey,Napa,Nevada,Orange,Placer,Plumas,Riverside,Sacramento,San Benito,San Bernardino,San Diego,San Francisco,San Joaquin,San Luis Obispo,San Mateo,Santa Barbara,Santa Clara,Santa Cruz,Shasta,Siskiyou,Solano,Sonoma,Stanislaus,Sutter,Tehama,Tulare,Tuolumne,Ventura,Yolo,Yuba,LA Metro,Inland Empire,SF Bay Area
Nov-91,15.50,10.51,NA,NA,NA,12.10,NA,NA,NA,NA,NA,10.70,NA,NA,NA,25.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.20,NA,14.50,NA,NA,22.63,NA,NA
Dec-91,13.70,8.75,NA,NA,NA,10.00,NA,NA,NA,NA,NA,9.10,NA,NA,NA,19.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.85,NA,10.90,NA,NA,18.03,NA,NA
Jan-92,16.50,13.77,NA,NA,NA,13.30,NA,NA,NA,NA,NA,12.00,NA,NA,NA,18.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.50,NA,NA,NA,NA,NA,NA,19.70,NA,NA,NA,NA,16.60,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.84,NA,14.80,NA,NA,13.47,12.50,NA
Feb-92,18.40,16.03,NA,NA,NA,15.20,NA,NA,NA,NA,NA,12.60,NA,NA,NA,17.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.00,NA,NA,NA,NA,NA,NA,23.00,NA,NA,NA,NA,12.90,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.28,NA,17.50,NA,NA,14.64,11.68,NA
Mar-92,12.50,9.69,NA,NA,NA,10.20,NA,NA,NA,NA,NA,8.70,NA,NA,NA,17.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.40,NA,NA,NA,NA,NA,NA,14.60,NA,NA,NA,NA,13.70,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.32,NA,11.70,NA,NA,13.08,7.85,NA
Apr-92,11.90,7.44,NA,NA,NA,10.10,NA,NA,NA,NA,NA,8.30,NA,NA,NA,15.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.70,NA,NA,NA,NA,NA,NA,13.30,NA,NA,NA,NA,11.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.80,NA,10.80,NA,NA,11.74,6.92,NA
May-92,12.90,NA,NA,NA,NA,9.30,NA,NA,NA,NA,NA,10.70,NA,NA,NA,17.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.20,NA,NA,NA,NA,NA,NA,14.40,NA,NA,NA,NA,14.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.49,NA,10.30,NA,NA,11.35,7.13,NA
Jun-92,12.70,7.82,NA,NA,NA,13.70,NA,NA,NA,NA,NA,9.90,NA,NA,NA,14.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.60,NA,NA,NA,NA,NA,NA,13.60,NA,NA,NA,NA,12.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.64,NA,9.60,NA,NA,9.53,8.45,NA
Jul-92,13.80,8.19,NA,NA,NA,7.00,NA,NA,NA,NA,NA,11.70,NA,NA,NA,19.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.80,NA,NA,NA,NA,NA,NA,14.00,NA,NA,NA,NA,12.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.80,NA,10.30,NA,NA,17.39,6.82,NA
Aug-92,15.40,8.18,NA,NA,NA,9.20,NA,NA,NA,NA,NA,10.10,NA,NA,NA,21.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.60,NA,NA,NA,NA,NA,NA,16.80,NA,NA,NA,NA,17.70,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.27,NA,18.50,NA,NA,21.10,7.63,NA
Sep-92,14.70,7.95,NA,NA,NA,8.30,NA,NA,NA,NA,NA,11.50,NA,NA,NA,22.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.60,NA,NA,NA,NA,NA,NA,15.60,NA,NA,NA,NA,14.70,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.76,NA,11.90,NA,NA,20.96,7.10,NA
Oct-92,13.20,8.11,NA,NA,NA,7.50,NA,NA,NA,NA,NA,12.60,NA,NA,NA,19.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.80,NA,NA,NA,NA,NA,NA,14.90,NA,NA,NA,NA,10.80,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.62,NA,11.00,NA,NA,18.22,7.56,NA
Nov-92,15.10,7.54,NA,NA,NA,7.70,NA,NA,NA,NA,NA,13.50,NA,NA,NA,22.30,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.30,NA,NA,NA,NA,NA,NA,13.00,NA,NA,NA,NA,8.80,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.48,NA,10.90,NA,NA,20.84,7.62,NA
Dec-92,11.60,6.68,NA,NA,NA,4.80,NA,NA,NA,NA,NA,9.40,NA,NA,NA,16.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.20,NA,NA,NA,NA,NA,NA,10.50,NA,NA,NA,NA,7.90,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.26,NA,8.30,NA,NA,14.52,5.72,NA
Jan-93,15.40,13.55,NA,NA,NA,9.30,NA,NA,NA,NA,NA,19.30,NA,NA,NA,19.18,NA,3.60,NA,NA,NA,NA,NA,1.63,NA,13.50,NA,NA,NA,13.80,NA,NA,17.70,NA,NA,NA,NA,11.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.83,NA,13.30,NA,NA,12.56,7.34,NA
Feb-93,17.90,11.59,NA,NA,NA,12.20,NA,NA,NA,NA,NA,17.00,NA,NA,NA,19.90,NA,4.60,NA,NA,NA,NA,NA,1.65,NA,23.10,NA,NA,NA,15.60,NA,NA,20.40,NA,NA,NA,NA,16.40,NA,NA,NA,NA,NA,10.10,NA,NA,NA,19.00,NA,13.70,NA,NA,15.73,11.00,NA
Mar-93,12.50,9.49,NA,NA,NA,7.60,NA,NA,NA,NA,NA,14.00,NA,NA,NA,14.06,NA,3.40,NA,NA,NA,NA,NA,14.98,NA,14.90,NA,NA,NA,11.10,NA,NA,14.90,NA,NA,5.20,NA,11.20,NA,NA,NA,NA,NA,10.90,NA,NA,NA,12.55,NA,9.80,NA,NA,13.38,8.93,NA
Apr-93,12.30,8.87,NA,NA,NA,6.40,NA,NA,NA,NA,NA,11.60,NA,NA,NA,14.05,NA,2.90,NA,NA,NA,NA,NA,12.51,NA,14.40,NA,NA,NA,10.40,NA,NA,14.10,NA,NA,8.10,NA,10.90,NA,NA,NA,NA,NA,10.00,NA,NA,NA,11.93,NA,8.20,NA,NA,12.37,8.06,NA
May-93,12.90,8.22,NA,NA,NA,6.40,NA,NA,NA,NA,NA,13.70,NA,NA,NA,13.28,NA,3.30,NA,NA,NA,NA,NA,17.52,NA,14.20,NA,NA,NA,9.80,NA,NA,12.70,NA,NA,6.40,NA,11.70,NA,NA,NA,NA,NA,12.50,NA,NA,NA,12.63,NA,9.70,NA,NA,11.97,8.58,NA
Jun-93,10.80,7.74,NA,NA,NA,5.40,NA,NA,NA,NA,NA,11.40,NA,NA,NA,11.44,NA,2.30,NA,NA,NA,NA,NA,16.09,NA,11.40,NA,NA,NA,9.10,NA,NA,11.30,NA,NA,14.10,NA,8.10,NA,NA,NA,NA,NA,10.10,NA,NA,NA,11.41,NA,8.10,NA,NA,10.94,7.27,NA
Jul-93,10.70,7.45,NA,NA,NA,5.40,NA,NA,NA,NA,NA,11.50,NA,NA,NA,13.67,NA,2.30,NA,NA,NA,NA,NA,9.99,NA,12.40,NA,NA,NA,9.50,NA,NA,11.00,NA,NA,10.20,NA,7.70,NA,NA,NA,NA,NA,9.90,NA,NA,NA,11.95,NA,8.30,NA,NA,10.61,7.13,NA
Aug-93,10.90,9.39,NA,NA,NA,6.40,NA,NA,NA,NA,NA,11.40,NA,NA,NA,11.73,NA,1.90,NA,NA,NA,NA,NA,15.17,NA,12.30,NA,NA,NA,9.30,NA,NA,11.20,NA,NA,9.10,NA,7.50,NA,NA,NA,NA,NA,8.20,NA,NA,NA,9.39,NA,8.20,NA,NA,9.82,7.57,NA
Sep-93,12.70,7.52,NA,NA,NA,5.70,NA,NA,NA,NA,NA,13.20,NA,NA,NA,11.16,NA,1.90,NA,NA,NA,NA,NA,15.62,NA,9.00,NA,NA,NA,8.60,NA,NA,10.00,NA,NA,10.40,NA,9.50,NA,NA,NA,NA,NA,9.40,NA,NA,NA,10.66,NA,7.80,NA,NA,9.58,7.22,NA
Oct-93,11.10,12.40,NA,NA,NA,5.50,NA,NA,NA,NA,NA,13.00,NA,NA,NA,10.51,NA,1.70,NA,NA,NA,NA,NA,12.60,NA,11.30,NA,NA,NA,8.40,NA,NA,11.40,NA,NA,4.80,NA,8.60,NA,NA,NA,NA,NA,9.10,NA,NA,NA,7.76,NA,8.10,NA,NA,9.26,8.40,NA
Nov-93,10.00,6.85,NA,NA,NA,6.00,NA,NA,NA,NA,NA,13.20,NA,NA,NA,10.25,NA,1.30,NA,NA,NA,NA,NA,15.82,NA,8.80,NA,NA,NA,7.80,NA,NA,9.70,NA,NA,12.30,NA,6.80,NA,NA,NA,NA,NA,8.20,NA,NA,NA,9.56,NA,7.10,NA,NA,8.54,6.47,NA
Dec-93,8.20,4.76,NA,NA,NA,4.60,NA,NA,NA,NA,NA,11.40,NA,NA,NA,8.92,NA,0.70,NA,NA,NA,NA,NA,9.67,NA,10.10,NA,NA,NA,6.30,NA,NA,8.30,NA,NA,11.90,NA,5.90,NA,NA,NA,NA,NA,6.30,NA,NA,NA,6.37,NA,5.40,NA,NA,7.00,4.55,NA
Jan-94,11.70,7.07,NA,NA,NA,7.80,NA,NA,NA,NA,NA,15.30,NA,34.35,NA,11.48,NA,3.00,NA,NA,NA,NA,NA,16.34,NA,13.60,NA,NA,NA,10.70,NA,NA,10.40,NA,NA,10.00,NA,9.70,NA,NA,NA,NA,12.34,8.60,NA,NA,NA,11.85,NA,11.20,NA,NA,10.04,7.58,NA
Feb-94,12.60,7.64,NA,NA,NA,7.70,NA,NA,NA,NA,NA,16.80,NA,23.94,NA,12.30,NA,3.30,NA,NA,NA,NA,NA,15.10,NA,13.00,NA,NA,NA,10.30,NA,NA,11.80,NA,NA,17.90,NA,8.90,NA,NA,NA,NA,13.27,10.20,NA,NA,NA,13.32,NA,9.10,NA,NA,10.14,8.31,NA
Mar-94,9.00,7.80,NA,NA,NA,4.70,NA,NA,NA,NA,NA,9.70,NA,23.98,NA,8.75,NA,1.90,NA,NA,NA,NA,NA,10.88,NA,9.60,NA,NA,NA,6.80,NA,NA,7.70,NA,NA,8.90,NA,6.50,NA,NA,NA,NA,11.29,5.70,NA,NA,NA,7.61,NA,6.40,NA,NA,7.33,5.97,NA
Apr-94,8.50,5.48,NA,NA,NA,5.60,NA,NA,NA,NA,NA,12.70,NA,19.52,NA,9.65,NA,2.10,NA,NA,NA,NA,NA,11.53,NA,11.00,NA,NA,NA,7.90,NA,NA,8.10,NA,NA,8.70,NA,7.60,NA,NA,NA,NA,9.06,7.40,NA,NA,NA,7.66,NA,5.70,NA,NA,7.12,5.69,NA
May-94,8.20,5.57,NA,NA,NA,5.70,NA,NA,NA,NA,NA,10.80,NA,21.55,NA,9.38,NA,2.00,NA,NA,NA,NA,NA,13.39,NA,10.10,NA,NA,NA,8.30,NA,NA,7.70,NA,NA,10.90,NA,6.80,NA,NA,NA,NA,9.84,6.20,NA,NA,NA,8.24,NA,6.10,NA,NA,7.18,5.70,NA
Jun-94,7.90,5.87,NA,NA,NA,4.60,NA,NA,NA,NA,NA,11.90,NA,25.95,NA,8.86,NA,1.90,NA,NA,NA,NA,NA,12.68,NA,8.70,NA,NA,NA,8.30,NA,NA,8.30,NA,NA,8.00,NA,6.90,NA,NA,NA,NA,11.45,6.40,NA,NA,NA,7.04,NA,4.80,NA,NA,6.92,5.09,NA
Jul-94,9.30,6.09,NA,NA,NA,5.10,NA,NA,NA,NA,NA,14.60,NA,28.78,NA,9.96,NA,2.10,NA,NA,NA,NA,NA,18.86,NA,11.00,NA,NA,NA,9.30,NA,NA,9.60,NA,NA,11.30,NA,9.40,NA,NA,NA,NA,11.49,8.50,NA,NA,NA,11.86,NA,6.50,NA,NA,8.98,6.43,NA
Aug-94,8.90,6.10,NA,NA,NA,5.70,NA,NA,NA,NA,NA,12.70,NA,20.23,NA,9.53,NA,1.90,NA,NA,NA,NA,NA,11.59,NA,10.30,NA,NA,NA,9.10,NA,NA,9.10,NA,NA,9.00,NA,7.00,NA,NA,NA,NA,NA,8.00,NA,NA,NA,11.87,NA,5.20,NA,NA,8.26,6.21,NA
Sep-94,9.70,7.25,NA,NA,NA,5.90,NA,NA,NA,NA,NA,14.20,NA,30.34,NA,10.52,NA,1.80,NA,NA,NA,NA,NA,17.62,NA,11.10,NA,NA,NA,9.70,NA,NA,10.00,NA,NA,7.40,NA,6.80,NA,NA,NA,NA,10.60,9.70,NA,NA,NA,13.47,NA,5.80,NA,NA,8.55,7.12,NA
Oct-94,10.30,6.40,NA,NA,NA,7.30,NA,NA,NA,NA,NA,14.90,NA,25.46,NA,10.95,NA,1.30,NA,NA,NA,NA,NA,18.63,NA,10.50,NA,NA,NA,11.10,NA,NA,11.80,NA,NA,12.40,NA,10.50,NA,NA,NA,NA,10.38,8.00,NA,NA,NA,13.13,NA,7.30,NA,NA,9.10,6.95,NA
Nov-94,9.90,6.94,NA,NA,NA,6.50,NA,NA,NA,NA,NA,16.00,NA,23.34,NA,9.71,NA,1.40,NA,NA,NA,NA,NA,17.55,NA,10.30,NA,NA,NA,10.70,NA,NA,11.90,NA,NA,7.30,NA,8.90,NA,NA,NA,NA,10.12,9.60,NA,NA,NA,18.04,NA,6.80,NA,NA,8.38,7.39,NA
Dec-94,8.80,4.77,NA,NA,NA,5.60,NA,NA,NA,NA,NA,13.60,NA,27.76,NA,8.28,NA,0.70,NA,NA,NA,NA,NA,12.74,NA,11.50,NA,NA,NA,8.60,NA,NA,11.00,NA,NA,8.40,NA,6.60,NA,NA,NA,NA,9.43,8.20,NA,NA,NA,11.09,NA,5.70,NA,NA,6.99,5.74,NA
Jan-95,13.30,8.26,NA,NA,NA,10.50,NA,NA,NA,NA,NA,18.20,NA,49.28,NA,10.70,NA,3.20,NA,NA,NA,NA,NA,20.02,NA,16.80,NA,NA,NA,16.10,NA,NA,17.90,NA,NA,16.90,NA,11.70,NA,NA,NA,NA,16.74,13.60,NA,NA,NA,12.89,NA,8.80,NA,NA,10.39,10.11,NA
Feb-95,15.20,9.90,NA,NA,NA,10.50,NA,NA,NA,NA,NA,20.20,NA,30.06,NA,13.62,NA,4.10,NA,NA,NA,NA,NA,37.12,NA,19.00,NA,NA,NA,16.40,NA,NA,19.20,NA,NA,20.40,NA,15.10,NA,NA,NA,NA,14.49,14.30,NA,NA,NA,16.75,NA,14.30,NA,NA,11.03,11.36,NA
Mar-95,11.20,7.44,NA,NA,NA,7.50,NA,NA,NA,NA,NA,13.40,NA,26.14,NA,10.66,NA,2.80,NA,NA,NA,NA,NA,15.16,NA,23.00,NA,NA,NA,10.70,NA,NA,12.60,NA,NA,14.60,NA,10.60,NA,NA,NA,NA,10.52,10.40,NA,NA,NA,12.45,NA,7.30,NA,NA,9.10,8.09,NA
Apr-95,12.10,7.91,NA,NA,NA,10.20,NA,NA,NA,NA,NA,22.00,NA,39.35,NA,10.89,NA,3.30,NA,NA,NA,NA,NA,25.69,NA,26.20,NA,NA,NA,11.80,NA,NA,14.70,NA,NA,16.30,NA,11.50,NA,NA,NA,NA,15.04,13.50,NA,NA,NA,12.99,NA,9.40,NA,NA,9.40,9.84,NA
May-95,10.70,7.80,NA,NA,NA,8.20,NA,NA,NA,NA,NA,13.00,NA,26.70,NA,10.06,NA,2.90,NA,NA,NA,NA,NA,21.81,NA,17.60,NA,NA,NA,11.10,NA,NA,11.80,NA,NA,14.60,NA,11.60,NA,NA,NA,NA,14.13,12.40,NA,NA,NA,11.52,NA,9.10,NA,NA,7.58,8.98,NA
Jun-95,9.80,6.05,NA,NA,NA,7.00,NA,NA,NA,NA,NA,13.80,NA,29.08,NA,8.47,NA,2.30,NA,NA,NA,NA,NA,16.41,NA,14.10,NA,NA,NA,10.30,NA,NA,10.30,NA,NA,11.90,NA,7.60,NA,NA,NA,NA,10.03,10.90,NA,NA,NA,11.85,NA,7.00,NA,NA,6.79,7.27,NA
Jul-95,10.80,7.89,NA,NA,NA,6.80,NA,NA,NA,NA,NA,11.90,NA,24.56,NA,9.22,NA,2.90,NA,NA,NA,NA,NA,17.20,NA,17.40,NA,NA,NA,10.90,NA,NA,14.30,NA,NA,4.00,NA,9.50,NA,NA,NA,NA,13.63,13.20,NA,NA,NA,11.61,NA,8.00,NA,NA,8.17,8.79,NA
Aug-95,9.10,5.91,NA,NA,NA,6.00,NA,NA,NA,NA,NA,11.00,NA,26.53,NA,9.77,NA,2.10,NA,NA,NA,NA,NA,13.89,NA,11.70,NA,NA,NA,9.00,NA,NA,9.80,NA,NA,11.60,NA,9.80,NA,NA,NA,NA,10.80,10.70,NA,NA,NA,9.78,NA,6.30,NA,NA,7.49,6.97,NA
Sep-95,8.70,6.42,NA,NA,NA,7.30,NA,NA,NA,NA,NA,13.60,NA,25.24,NA,9.72,NA,2.70,NA,NA,NA,NA,NA,16.27,NA,17.30,NA,NA,NA,8.80,NA,NA,11.00,NA,NA,6.10,NA,8.60,NA,NA,NA,NA,10.70,9.90,NA,NA,NA,11.38,NA,6.60,NA,NA,9.64,7.57,NA
Oct-95,9.40,7.01,NA,NA,NA,7.50,NA,NA,NA,NA,NA,9.10,NA,19.25,NA,9.71,NA,2.30,NA,NA,NA,NA,NA,10.98,NA,9.70,NA,NA,NA,8.20,NA,NA,9.90,NA,NA,7.30,NA,9.00,NA,NA,NA,NA,9.91,9.60,NA,NA,NA,11.16,NA,6.90,NA,NA,9.36,7.51,NA
Nov-95,9.60,6.90,NA,NA,NA,7.70,NA,NA,NA,NA,NA,9.40,NA,24.16,NA,10.65,NA,2.00,NA,NA,NA,NA,NA,19.27,NA,10.10,NA,NA,NA,9.00,NA,NA,10.50,NA,NA,5.00,NA,6.30,NA,NA,NA,NA,9.76,9.20,NA,NA,NA,11.16,NA,7.10,NA,NA,9.27,7.71,NA
Dec-95,8.60,5.70,NA,NA,NA,5.50,NA,NA,NA,NA,NA,12.00,NA,25.19,NA,8.74,NA,0.90,NA,NA,NA,NA,NA,12.07,NA,11.80,NA,NA,NA,7.00,NA,NA,10.20,NA,NA,10.70,NA,7.50,NA,NA,NA,NA,9.15,6.90,NA,NA,NA,NA,NA,7.60,NA,NA,8.48,5.89,NA
